,0,1,2,3,4,5,6,7,8
20190209,4.895833333333332,5.010416666666669,4.925,4.966666666666668,4.8999999999999995,4.991666666666669,4.925,4.908333333333333,4.841666666666667
20190210,4.366666666666666,4.4625,4.383333333333333,4.422916666666667,4.352083333333333,4.433333333333333,4.377083333333333,4.345833333333333,4.2749999999999995
20190211,6.0137931034482754,6.0827586206896544,6.013793103448276,6.03103448275862,5.951724137931034,5.993103448275861,5.927586206896553,5.882758620689654,5.758620689655171
20190218,7.547222222222221,10.672222222222224,19.158332999999995,25.377777722222223,28.424999805555554,29.627777499999997,29.636111027777773,28.60277761111111,25.866666527777777
20190219,9.066666666666666,10.027083333333334,12.38541647916667,14.633333166666668,16.0833333125,16.887500020833336,16.916666604166668,16.154166666666672,14.589583229166665
20190220,7.332653061224491,7.3959183673469395,7.3000000000000025,7.3183673469387776,7.23265306122449,7.320408163265309,7.269387755102041,7.236734693877553,7.1918367346938785
20190221,7.316666666666666,7.377083333333334,7.270833333333333,7.29375,7.220833333333335,7.300000000000002,7.239583333333333,7.202083333333333,7.133333333333333
20190222,19.191836673469385,19.381632551020406,17.279591755102043,15.09591830612245,13.687755040816326,13.126530571428573,12.826530530612246,12.593877693877554,12.2142856122449
20190223,36.245832916666664,37.808333125,34.974999937499994,29.843749854166674,24.791666625,21.02499991666667,18.533333125,17.122916625,15.78958327083334
20190224,39.968749687499994,43.6854165625,44.020832770833344,41.33749970833333,35.25208293749999,28.224999895833335,22.82708314583333,19.279166479166665,16.645833250000003
20190225,37.99791639583333,41.43124970833333,42.11458297916668,40.868749604166666,37.05624964583333,31.295833041666658,26.82291650000001,22.581249937500004,18.966666624999995
20190226,35.09374960416665,39.07083279166665,40.279166187499996,39.7937495625,37.50208289583333,33.506249958333335,29.577083229166664,25.65624947916666,21.22083316666667
20190227,33.21041662500001,39.324999416666664,40.970833291666665,40.77916639583333,39.222916166666664,36.17083299999999,32.42916664583334,28.52916679166665,23.69999977083332
20190228,30.27916660416666,37.94999970833333,40.08749985416666,40.35624954166667,39.356249375,37.297915874999994,34.49374964583334,30.82291654166666,25.964583416666656
20190301,26.06458329166666,36.220832812500014,39.370832916666664,39.9479161875,39.291666395833325,37.82499970833332,35.43333268749998,32.14583302083333,27.822916416666672
20190302,19.899999916666662,31.9624998125,37.668749124999984,39.468749895833334,39.03333289583335,37.57291639583334,35.59374960416667,33.21249985416667,30.006249875000005
20190303,18.564583208333335,29.379166354166674,36.98958297916666,39.68124949999999,39.46249954166666,38.1874994375,36.65416666666665,34.33958320833333,31.066666604166667
20190304,17.408510574468092,25.614893638297872,35.193616404255316,39.20638246808511,39.83404210638297,38.693616723404254,36.876595319148926,34.34893589361703,31.221276361702127
20190305,13.79166666666667,20.097916604166667,32.037499875,37.781249374999994,39.10208285416666,38.54791612499999,37.191666624999996,34.91041627083334,31.702082916666665
20190306,16.03125002083333,20.454166625,29.837499749999996,36.08124939583333,38.33958289583333,38.129166312500004,36.82708304166667,34.56249958333333,31.383333104166667
20190307,13.65208333333333,17.75833329166667,27.797916416666666,35.59374941666668,38.08541602083333,38.002082979166666,36.85624964583333,34.61458327083334,31.110416437500003
20190308,13.727083333333338,17.01041660416667,25.7166665625,32.9249998125,36.2458330625,37.05208297916666,36.21458289583334,33.947916458333346,30.714582979166668
20190309,15.664583291666673,18.572916750000005,26.787499874999995,33.43333279166666,36.4937498125,36.870832895833324,35.71874979166666,33.583332958333344,30.335416479166664
20190310,16.527083250000004,18.9145831875,26.33124979166666,33.01041614583334,36.0270829375,36.527082937500005,35.558333062500004,33.25416593750003,29.89999993750001
20190311,17.55416664583334,19.2374998125,24.84166660416666,31.543749645833326,34.89374977083333,35.78958306250001,35.177083125,33.26249927083333,30.045833083333324
20190312,17.62222211111111,19.0333335,23.999999777777784,31.249999833333334,35.555555000000005,37.16666638888889,36.47222166666667,33.9111115,29.933333111111104
